V1,V2,V3
-129.983333333333,43.9833333333333,-3176
-129.95,43.9833333333333,-3168
-129.916666666667,43.9833333333333,-3188
-129.883333333333,43.9833333333333,-3136
-129.85,43.9833333333333,-3050
-129.816666666667,43.9833333333333,-3051
-129.783333333333,43.9833333333333,-3088
-129.75,43.9833333333333,-3083
-129.716666666667,43.9833333333333,-3167
-129.683333333333,43.9833333333333,-3260
-129.65,43.9833333333333,-3255
-129.616666666667,43.9833333333333,-3256
-129.583333333333,43.9833333333333,-3261
-129.55,43.9833333333333,-3270
-129.516666666667,43.9833333333333,-3220
-129.483333333333,43.9833333333333,-3045
-129.45,43.9833333333333,-2857
-129.416666666667,43.9833333333333,-2959
-129.383333333333,43.9833333333333,-3155
-129.35,43.9833333333333,-3186
-129.316666666667,43.9833333333333,-3175
-129.283333333333,43.9833333333333,-3106
-129.25,43.9833333333333,-2951
-129.216666666667,43.9833333333333,-2738
-129.183333333333,43.9833333333333,-2644
-129.15,43.9833333333333,-2749
-129.116666666667,43.9833333333333,-2855
-129.083333333333,43.9833333333333,-2824
-129.05,43.9833333333333,-2713
-129.016666666667,43.9833333333333,-2501
-128.983333333333,43.9833333333333,-2258
-128.95,43.9833333333333,-2165
-128.916666666667,43.9833333333333,-2217
-128.883333333333,43.9833333333333,-2202
-128.85,43.9833333333333,-2233
-128.816666666667,43.9833333333333,-2138
-128.783333333333,43.9833333333333,-1973
-128.75,43.9833333333333,-2217
-128.716666666667,43.9833333333333,-2443
-128.683333333333,43.9833333333333,-2447
-128.65,43.9833333333333,-2445
-128.616666666667,43.9833333333333,-2495
-128.583333333333,43.9833333333333,-2457
-128.55,43.9833333333333,-2500
-128.516666666667,43.9833333333333,-2687
-128.483333333333,43.9833333333333,-2756
-128.45,43.9833333333333,-2807
-128.416666666667,43.9833333333333,-2838
-128.383333333333,43.9833333333333,-2821
-128.35,43.9833333333333,-2835
-128.316666666667,43.9833333333333,-2739
-128.283333333333,43.9833333333333,-2726
-128.25,43.9833333333333,-2873
-128.216666666667,43.9833333333333,-2920
-128.183333333333,43.9833333333333,-2942
-128.15,43.9833333333333,-2932
-128.116666666667,43.9833333333333,-2905
-128.083333333333,43.9833333333333,-2799
-128.05,43.9833333333333,-2658
-128.016666666667,43.9833333333333,-2646
-127.983333333333,43.9833333333333,-2688
-127.95,43.9833333333333,-2836
-127.916666666667,43.9833333333333,-2974
-127.883333333333,43.9833333333333,-2977
-127.85,43.9833333333333,-2939
-127.816666666667,43.9833333333333,-2878
-127.783333333333,43.9833333333333,-2891
-127.75,43.9833333333333,-2948
-127.716666666667,43.9833333333333,-2960
-127.683333333333,43.9833333333333,-2965
-127.65,43.9833333333333,-2970
-127.616666666667,43.9833333333333,-2972
-127.583333333333,43.9833333333333,-2961
-127.55,43.9833333333333,-2946
-127.516666666667,43.9833333333333,-2938
-127.483333333333,43.9833333333333,-2936
-127.45,43.9833333333333,-2941
-127.416666666667,43.9833333333333,-2952
-127.383333333333,43.9833333333333,-2939
-127.35,43.9833333333333,-2910
-127.316666666667,43.9833333333333,-2896
-127.283333333333,43.9833333333333,-2856
-127.25,43.9833333333333,-2812
-127.216666666667,43.9833333333333,-2817
-127.183333333333,43.9833333333333,-2841
-127.15,43.9833333333333,-2806
-127.116666666667,43.9833333333333,-2810
-127.083333333333,43.9833333333333,-2893
-127.05,43.9833333333333,-2932
-127.016666666667,43.9833333333333,-2933
-126.983333333333,43.9833333333333,-2948
-126.95,43.9833333333333,-2956
-126.916666666667,43.9833333333333,-3003
-126.883333333333,43.9833333333333,-2997
-126.85,43.9833333333333,-2948
-126.816666666667,43.9833333333333,-2958
-126.783333333333,43.9833333333333,-2948
-126.75,43.9833333333333,-2944
-126.716666666667,43.9833333333333,-2955
-126.683333333333,43.9833333333333,-2955
-126.65,43.9833333333333,-2967
-126.616666666667,43.9833333333333,-2960
-126.583333333333,43.9833333333333,-2932
-126.55,43.9833333333333,-2943
-126.516666666667,43.9833333333333,-2973
-126.483333333333,43.9833333333333,-2978
-126.45,43.9833333333333,-2967
-126.416666666667,43.9833333333333,-2972
-126.383333333333,43.9833333333333,-2976
-126.35,43.9833333333333,-2979
-126.316666666667,43.9833333333333,-2979
-126.283333333333,43.9833333333333,-2969
-126.25,43.9833333333333,-2968
-126.216666666667,43.9833333333333,-2987
-126.183333333333,43.9833333333333,-3007
-126.15,43.9833333333333,-2995
-126.116666666667,43.9833333333333,-2986
-126.083333333333,43.9833333333333,-2989
-126.05,43.9833333333333,-2995
-126.016666666667,43.9833333333333,-2998
-125.983333333333,43.9833333333333,-3000
-125.95,43.9833333333333,-3000
-125.916666666667,43.9833333333333,-3002
-125.883333333333,43.9833333333333,-3005
-125.85,43.9833333333333,-3005
-125.816666666667,43.9833333333333,-3013
-125.783333333333,43.9833333333333,-3019
-125.75,43.9833333333333,-3018
-125.716666666667,43.9833333333333,-3034
-125.683333333333,43.9833333333333,-3040
-125.65,43.9833333333333,-3045
-125.616666666667,43.9833333333333,-3042
-125.583333333333,43.9833333333333,-3044
-125.55,43.9833333333333,-3044
-125.516666666667,43.9833333333333,-3036
-125.483333333333,43.9833333333333,-3033
-125.45,43.9833333333333,-2871
-125.416666666667,43.9833333333333,-2886
-125.383333333333,43.9833333333333,-2952
-125.35,43.9833333333333,-2965
-125.316666666667,43.9833333333333,-2845
-125.283333333333,43.9833333333333,-2562
-125.25,43.9833333333333,-2069
-125.216666666667,43.9833333333333,-1884
-125.183333333333,43.9833333333333,-1578
-125.15,43.9833333333333,-1489
-125.116666666667,43.9833333333333,-1457
-125.083333333333,43.9833333333333,-1344
-125.05,43.9833333333333,-1178
-125.016666666667,43.9833333333333,-686
-124.983333333333,43.9833333333333,-452
-124.95,43.9833333333333,-144
-124.916666666667,43.9833333333333,-107
-124.883333333333,43.9833333333333,-114
-124.85,43.9833333333333,-126
-124.816666666667,43.9833333333333,-125
-124.783333333333,43.9833333333333,-140
-124.75,43.9833333333333,-135
-124.716666666667,43.9833333333333,-129
-124.683333333333,43.9833333333333,-137
-124.65,43.9833333333333,-166
-124.616666666667,43.9833333333333,-169
-124.583333333333,43.9833333333333,-154
-124.55,43.9833333333333,-143
-124.516666666667,43.9833333333333,-136
-124.483333333333,43.9833333333333,-125
-124.45,43.9833333333333,-122
-124.416666666667,43.9833333333333,-117
-124.383333333333,43.9833333333333,-113
-124.35,43.9833333333333,-106
-124.316666666667,43.9833333333333,-98
-124.283333333333,43.9833333333333,-84
-124.25,43.9833333333333,-67
-124.216666666667,43.9833333333333,-51
-124.183333333333,43.9833333333333,-28
-124.15,43.9833333333333,6
-124.116666666667,43.9833333333333,0
-124.083333333333,43.9833333333333,37
-124.05,43.9833333333333,112
-124.016666666667,43.9833333333333,34
-123.983333333333,43.9833333333333,166
-123.95,43.9833333333333,266
-123.916666666667,43.9833333333333,103
-123.883333333333,43.9833333333333,298
-123.85,43.9833333333333,359
-123.816666666667,43.9833333333333,411
-123.783333333333,43.9833333333333,320
-123.75,43.9833333333333,276
-123.716666666667,43.9833333333333,272
-123.683333333333,43.9833333333333,277
-123.65,43.9833333333333,205
-123.616666666667,43.9833333333333,233
-123.583333333333,43.9833333333333,276
-123.55,43.9833333333333,221
-123.516666666667,43.9833333333333,265
-123.483333333333,43.9833333333333,313
-123.45,43.9833333333333,338
-123.416666666667,43.9833333333333,357
-123.383333333333,43.9833333333333,327
-123.35,43.9833333333333,198
-123.316666666667,43.9833333333333,185
-123.283333333333,43.9833333333333,219
-123.25,43.9833333333333,262
-123.216666666667,43.9833333333333,200
-123.183333333333,43.9833333333333,251
